id,sub_category,parts,model
b23d3fd1-e3c2-4aa0-9f35-02219cdc33f2,coffee table,"['top', 'support', 'base']",table
4a844dd2-5718-4c43-8b74-d7e15a7853a7,coffee table,"['top', 'base', 'support']",table
80c7f23b-394c-4ba4-9daa-865cb1f0c5a3,coffee table,"['support', 'base', 'top']",table
e88df913-b6cc-4fd0-b2d5-1e20fbd40166,coffee table,"['top', 'support', 'base']",table
c53f93a9-1815-4079-8ea0-5303dd5bb817,coffee table,"['base', 'top', 'support']",table
464d524c-7d37-4369-901e-8357237d61d0,sofa,"['armrest', 'seat', 'backrest', 'pillow', 'leg', 'base', 'back']",sofa
0b62fca0-7dcf-4a04-a822-397f03dcd888,table lamp,"['body', 'socket', 'base', 'bulb', 'arm', 'lamp_surrounding_frame', 'shade_cloth', 'harp', 'support']",lamp
079b6515-29e7-4978-850d-d6b9d73febe5,bench,"['support', 'seat', 'leg', 'design', 'base']",bench
d2c6b0c1-5740-440c-be7f-c757d06a9ef0,stool,"['seat', 'base', 'footrest', 'support', 'leg']",stool
2fb6a2a6-ddeb-4496-af7d-2debea5a2287,stool,"['base', 'leg', 'back', 'support', 'footrest', 'bush', 'backrest', 'seat']",stool
53cb6ae5-98d0-4903-acc6-0cb4fddd126d,stool,"['leg', 'backrest', 'support', 'seat', 'footrest', 'base']",stool
c19fc9a5-64a0-4a39-b0c2-1c5d0a777c91,stool,"['leg', 'support', 'footrest', 'seat', 'bush', 'back']",stool
a6eb5a30-4dba-47ec-b0f5-6c9f290ad52d,stool,"['base', 'seat', 'support', 'footrest', 'leg', 'bush']",stool
53641ab8-795a-4a1c-96df-ef67230fc0cf,stool,"['backrest', 'back', 'footrest', 'seat', 'bush', 'support', 'base', 'leg']",stool
1920e5be-e528-4a14-be85-eb295b1ee60f,stool,"['cushion', 'footrest', 'leg', 'bush', 'backrest', 'seat', 'armrest']",stool
c0bae09f-8ab0-48e8-af95-5ff7f0417f60,dresser,"['leg', 'drawer', 'handle', 'mirror', 'top_panel', 'door', 'vertical_side_panel', 'shelf', 'bottom_panel', 'back_panel']",dresser
5cacec5a-87a6-4b30-8e86-1a4b45cb8b55,coffee table,"['leg', 'base', 'top', 'support']",table
bb9ae85e-4784-421b-be9d-cee009cdaade,floor lamp,"['pole', 'shade_cloth', 'base', 'bulb']",lamp
5a4141d0-da50-4372-9a7e-ce5b39256295,table lamp,"['support', 'shade_cloth', 'body', 'bulb', 'base', 'arm', 'pole']",lamp
9316ada6-67a7-49b0-a814-f8f793bd1805,table lamp,"['base', 'socket', 'bulb', 'lamp_surrounding_frame']",lamp
5564a1f3-da6b-4ab0-9d8b-130dc7fa6717,table lamp,"['socket', 'rod', 'base', 'lamp_surrounding_frame', 'bulb']",lamp
40df2cbc-7ee8-4ec6-bd7f-ac47f997d4e2,armchairs & accent chairs,"['cushion', 'design', 'leg', 'armrest', 'base', 'seat']",chair
2a4eaa5d-c723-4314-ac7a-a6c69c1b75b1,armchairs & accent chairs,"['leg', 'seat', 'back']",chair
8459eeed-8b42-4f99-9551-f30cc720c964,armchairs & accent chairs,"['armrest', 'back', 'leg', 'support', 'seat']",chair
2fb1c9fe-938d-45ca-b05d-ba695672ad41,armchairs & accent chairs,"['seat', 'back', 'support', 'base', 'leg']",chair
b7f1f9c1-fc36-4972-b1df-8c49086d5651,armchairs & accent chairs,"['armrest', 'back', 'leg', 'base', 'seat']",chair
887617d2-6ec8-4676-b404-19d89450036b,armchairs & accent chairs,"['base', 'leg', 'seat', 'back']",chair
360446d5-4992-4c67-b8bf-33738496456f,wall hanging lamp,"['base', 'support', 'body', 'arm', 'pole', 'bulb']",lamp
60893cc9-9a46-4a53-9ac1-542e53f22c23,wall hanging lamp,"['bulb', 'body', 'support', 'base']",lamp
0644e126-370c-45c7-8630-054ecd7d3dd9,wall hanging lamp,"['base', 'support', 'harp', 'socket', 'wire', 'bulb', 'rod', 'lamp_surrounding_frame']",lamp
aa1f012a-8591-4ab0-94f5-2658786b3d9d,coffee table,"['bush', 'top', 'leg', 'support']",table
065b9e42-6b02-4dae-bad1-1fecc7771ac9,dining table,"['bush', 'top', 'support', 'leg']",table
57955fbd-6b15-4a5c-a15a-faf31d0f3ca3,coffee table,"['support', 'bush', 'tabletop_frame', 'base', 'top']",table
6ba08eb8-908c-4ce4-b44c-7e247b3fb6db,coffee table,"['bush', 'top', 'base', 'leg']",table
e7159763-5f1a-4a6f-baa1-b735749ef28a,sinks,"['stopper', 'disposer', 'drain', 'sink', 'base']",sinks
ac5c48a1-2040-4d34-a23a-95f360a46fb1,sinks,"['disposer', 'sink', 'drain']",sinks
403994cb-43c2-4d1b-bd2e-511d6971b484,sinks,"['sink', 'disposer', 'stopper', 'base', 'drain']",sinks
85e341bb-88f6-4426-a640-f385a3a55888,curtains,"['fabric_design', 'pole', 'knob', 'rod_bracket']",curtains
39677140-1057-4e44-a4cc-a2a90c017ac6,sun loungers,"['seat', 'leg', 'frame']",sun loungers
7f0deab2-caab-4d09-bcbb-db3ea5c3fe66,jug,"['handle', 'water', 'mouth', 'body']",jug
624debe4-8ec6-48b2-99e2-db5126d2058b,fans,"['canopy', 'downrod', 'motor_box', 'blade', 'blade_bracket']",fans
32a4232a-5d29-4f49-b180-3e9ffd942eef,fans,"['light', 'canopy', 'blade_bracket', 'blade', 'motor_box', 'downrod']",fans
a0cbe74f-c8b0-43ab-889c-1489494fd91d,curtains,"['hook', 'fabric_design', 'pole', 'knob', 'rod_bracket']",curtains
cd6e340d-184c-4fda-9791-fd6011f48918,sun loungers,"['frame', 'hinge', 'leg', 'seat', 'armrest', 'back']",sun loungers
ee4c4a60-86ad-48d6-a253-8149c61d618c,sinks,"['stopper', 'disposer', 'sink', 'drain']",sinks
c251c160-76b2-4aac-91ee-a90ff630ee1b,sinks,"['disposer', 'sink', 'drain']",sinks
ea680484-4c9c-4b11-8f0b-f059f0f1ecde,fans,"['blade', 'downrod', 'light', 'canopy', 'motor_box', 'blade_bracket']",fans
9579b0c9-b85a-448f-8a39-41835e76a9a9,sinks,"['disposer', 'drain', 'sink']",sinks
8bd78c76-b658-4c07-996f-a89266695703,umbrellas & parasol,"['canopy', 'finial', 'runner', 'shaft', 'handle', 'long_ribs']",parasol
35651304-55a6-46c4-8d53-1da49478b496,shower,"['shower_head', 'flange', 'pipe', 'bracket', 'nozzle']",shower
8f277d50-8de1-4b9e-b766-574c1d1c0710,shower,"['pipe', 'bracket', 'shower_hose', 'shower_head', 'nozzle', 'flange']",shower
1dffb106-8fd8-4dde-918b-a23abaaeb386,faucets,"['aerator', 'spout', 'body', 'handle', 'cap']",faucets
f93070da-2455-4a4b-a8b0-723c5652aa16,faucets,"['spout', 'body', 'handle', 'cap', 'aerator']",faucets
86853ebf-2e1a-4dab-abe2-b4b3ed003336,curtains,"['pole', 'hook', 'knob', 'fabric_design']",curtains
3652fa85-4cb8-4644-ba55-29df5e839f51,curtains,"['rod_bracket', 'knob', 'pole', 'fabric_design']",curtains
d8b2fb0e-de36-4e41-93c5-87f92aab6810,curtains,"['knob', 'hook', 'fabric_design', 'pole']",curtains
b844a33b-7d8e-47fa-bea1-745b6631d585,curtains,"['hook', 'knob', 'fabric_design', 'rod_bracket', 'pole']",curtains
0ba1ce97-c662-43c2-be2f-03a897eadbf9,fans,"['blade_bracket', 'downrod', 'canopy', 'motor_box', 'blade']",fans
34afd75a-b6c7-43f0-a55c-b1454b11d90c,curtains,"['knob', 'fabric_design', 'pole']",curtains
dca92397-755f-4308-be0a-0bdae5ba2dfc,curtains,"['hook', 'fabric_design', 'knob', 'pole', 'rod_bracket']",curtains
ca915021-b2c2-4ebd-801b-d9d0041b4d20,curtains,"['pole', 'knob', 'fabric_design', 'hook']",curtains
4f4a2833-9e4c-41e0-b137-c26b4a5e7509,curtains,"['fabric_design', 'pole', 'knob', 'rod_bracket']",curtains
09330acc-b78d-4298-8bc0-dbe859d316e4,curtains,"['fabric_design', 'hook', 'pole', 'knob']",curtains
f6bccec9-7980-4cce-85f2-b4930856faf7,curtains,"['pole', 'fabric_design', 'knob', 'rod_bracket']",curtains
43471e75-e933-4fd4-9a1f-6ecbd5676a40,curtains,"['fabric_design', 'pole', 'knob']",curtains
367116f9-8f8f-468d-857d-22e29c523e38,curtains,"['fabric_design', 'pole', 'knob']",curtains
7370e0ed-fd8c-4c5b-9082-d2b0002151d8,curtains,"['knob', 'rod_bracket', 'pole', 'hook', 'fabric_design']",curtains
2ae0e9da-3c40-45d3-a541-5311b7eaef77,fans,"['motor_box', 'blade', 'downrod', 'canopy']",fans
f7c295fe-8847-4b52-8b6b-ef3ccc542b81,fans,"['blade', 'downrod', 'canopy', 'motor_box', 'blade_bracket', 'light']",fans
fc6092ac-318b-4676-9481-eb111eb28173,shower,"['shower_head', 'flange', 'pipe', 'bracket', 'nozzle']",shower
e90ba49a-2c64-424b-8c33-8658f4387ea3,shower,"['shower_head', 'pipe', 'bracket']",shower
6d371007-9ce0-40da-881a-1768b61ac5e6,curtains,"['hook', 'rod_bracket', 'knob', 'fabric_design', 'pole']",curtains
ffe6ccaf-738d-4b0c-8c24-7b8767656729,curtains,"['pole', 'fabric_design', 'rod_bracket', 'hook', 'knob']",curtains
113fee40-9977-473b-9908-908f4b3f2d25,curtains,"['pole', 'fabric_design', 'rod_bracket', 'knob', 'hook']",curtains
3db71348-3661-468b-acd0-d4e075802b7b,bed,"['duvet', 'mattress', 'bedskirt', 'base', 'headboard', 'leg', 'pillow']",bed
bdbd7cde-2ded-4ef4-b089-91a40e7efe9e,shower,"['pipe', 'shower_hose', 'arm', 'bracket', 'flange', 'nozzle', 'shower_head']",shower
bc153e5e-c9a5-4d61-9c0f-22ecc1f37ef5,shower,"['bracket', 'flange', 'pipe', 'shower_hose', 'nozzle', 'shower_head']",shower
83888d0f-47f7-4e8b-ac60-f94e16823401,shower,"['shower_hose', 'flange', 'bracket', 'shower_head', 'nozzle']",shower
dd9b43a2-1e6f-4286-97f5-ea848a059128,shower,"['shower_hose', 'flange', 'bracket', 'nozzle', 'shower_head']",shower
cc7e38ff-7f31-4d0c-9c9d-87cda6c29ddf,shower,"['pipe', 'shower_head', 'bracket', 'flange']",shower
13d29e78-03a9-497d-a7e0-5c482c077a7f,shower,"['shower_hose', 'flange', 'bracket', 'shower_head', 'nozzle']",shower
e66802a2-9200-484a-a103-2eb07bec3220,shower,"['flange', 'shower_hose', 'shower_head', 'bracket', 'nozzle']",shower
bece8e6f-5ef0-4d19-ad15-587feef7757a,dining table,"['cabinet', 'base', 'top', 'support', 'handle', 'door']",table
f050e8ca-df80-44a7-821d-772241648ebc,dining table,"['base', 'top', 'bush', 'leg', 'support']",table
c77b5ad8-2227-4de4-b398-2c6f1c21dbe3,coffee table,"['bush', 'tabletop_frame', 'base', 'leg', 'top']",table
e294c6bb-00d8-4097-875f-b5d9d51ee97c,sofa,"['armrest', 'leg', 'bush', 'seat', 'cushion', 'backrest']",sofa
0db3ef4b-5700-4211-be2a-b7d6e48720cd,sofa,"['backrest', 'cushion', 'armrest', 'leg', 'seat', 'support', 'base']",sofa
08321989-c511-47d9-b75b-11c27558ff03,sofa,"['seat', 'design', 'cushion', 'bush', 'back', 'armrest', 'leg', 'shelf']",sofa
3c086f82-6748-4494-a104-d6c71285ae7f,sofa,"['seat', 'support', 'bush', 'leg']",sofa
7cb19c50-215b-4428-8e0d-9e07c0253e5c,coffee table,"['top', 'leg', 'support', 'base', 'tabletop_frame']",table
80ece7e9-8af7-429c-b20d-386adaec0c6d,side & end table,"['handle', 'drawer', 'support', 'base', 'bush', 'cabinet', 'leg']",table
ec186d5a-b063-43b8-a93f-0b5368d11193,side & end table,"['base', 'bush', 'leg', 'top', 'shelf']",table
a5a27714-6ced-447d-874b-fab3896053c8,desk table,"['top', 'bush', 'support', 'base', 'leg']",table
9d7acd65-7aa5-4917-b5fc-407992598b51,console table,"['top', 'support', 'leg', 'base']",table
35cf1a5e-6ee6-46ba-9571-4d34c220448d,coffee table,"['bush', 'top', 'support', 'leg', 'base']",table
527d60ae-bbaf-4a0c-8841-e29e65e6b25d,coffee table,"['leg', 'base', 'bush', 'support', 'top']",table
34ab7caf-270f-4be1-83cf-a680ee293807,coffee table,"['top', 'leg', 'support', 'base', 'tabletop_frame']",table
6ebab841-88b6-414b-8e79-fbe9a2aec7ad,side & end table,"['handle', 'drawer', 'support', 'base', 'bush', 'cabinet', 'leg']",table
07468fe4-943e-44bd-906b-9a6d90315d8d,coffee table,"['top', 'leg', 'base', 'support']",table
0d2bb21a-4c67-447e-92a1-66680c85e4ef,coffee table,"['support', 'top', 'base', 'leg']",table
5b408d05-945d-48e5-a2c5-70c9aa76e5d6,side & end table,"['base', 'bush', 'leg', 'top', 'shelf']",table
e116bf70-9d6c-49a4-8da1-40e81e1f204b,desk table,"['top', 'bush', 'support', 'base', 'leg']",table
e5dff708-3fb6-4c19-b2cb-b5926c0bc86e,console table,"['top', 'support', 'leg', 'base']",table
6f1fc589-12c3-4a64-afc1-c9d196db902b,coffee table,"['bush', 'top', 'support', 'leg', 'base']",table
cd0e76ed-4475-4db6-b86c-5caf54cd5f24,cabinet,"['leg', 'support', 'bush', 'door', 'back_panel', 'vertical_side_panel', 'top_panel', 'bottom_panel', 'handle']",cabinet
49c91dbf-4696-44c2-84d5-1ae97724d6ea,armchairs & accent chairs,"['cushion', 'backrest', 'armrest', 'support', 'base', 'leg', 'seat', 'back']",chair
9f27ee19-6e75-4440-924c-07560bfcab90,cabinet,"['bush', 'door', 'handle', 'leg', 'support', 'top_panel', 'bottom_panel', 'vertical_side_panel', 'back_panel']",cabinet
4e4e43a9-12a6-49b3-9909-fb5304f264a9,bench,"['leg', 'seat', 'cushion', 'base', 'support', 'back_horizontal_bar', 'seat_cushion']",bench
56233411-2482-4ede-a8f4-f983110c8690,side & end table,"['bush', 'leg', 'support', 'drawer', 'base', 'top', 'handle']",table
bb1832bc-9b7d-4642-b37a-e1a4e782f1c7,cabinet,"['shelf', 'bottom_panel', 'back_panel', 'top_panel', 'leg', 'door', 'vertical_side_panel']",cabinet
10649e85-d323-4ea2-9c4b-4e83d3fe0662,desk table,"['top', 'shelf', 'back_panel', 'bush', 'vertical_side_panel']",table
bcc4451b-f0a8-42c6-9218-b413633e84c9,desk table,"['door', 'handle', 'vertical_side_panel', 'top', 'shelf', 'back_panel', 'bush']",table
30755665-b1c1-429b-80ae-f5fb6735da07,desk table,"['door', 'bush', 'channel', 'back_panel', 'top', 'shelf', 'handle', 'vertical_side_panel', 'drawer']",table
e6213317-570e-4682-8d3a-dd8e61a9f266,desk table,"['vertical_side_panel', 'bush', 'handle', 'channel', 'back_panel', 'drawer', 'shelf', 'top']",table
3d785249-d6cc-4455-8ddd-5a7941435095,desk table,"['vertical_side_panel', 'bush', 'handle', 'channel', 'back_panel', 'drawer', 'shelf', 'top']",table
64e81366-1e03-420c-ad6d-e0230982bfea,desk table,"['drawer', 'handle', 'top', 'back_panel', 'channel', 'bush', 'vertical_side_panel', 'shelf']",table
c2091d69-8daa-41df-bc26-8167bd20674d,chair,"['backrest', 'seat', 'leg', 'cushion', 'armrest', 'back']",chair
fe79de7a-d6f1-4329-9b69-e4d89e51ea10,side & end table,"['drawer', 'handle', 'top', 'leg', 'bush', 'base', 'support']",table
92404602-9bf0-45ff-bba7-32e4ae60c006,love seat,"['leg', 'armrest', 'back', 'seat', 'backrest', 'cushion']",love seat
6675f61d-550b-461d-8ea7-61b986499f76,side & end table,"['top', 'handle', 'bush', 'drawer', 'support', 'base', 'leg']",table
0d4c11e3-5198-4ee3-872d-fe7aac425866,console table,"['shelf', 'top', 'leg', 'support']",table
f60427ae-831e-4850-84ca-5ad78bae15ad,side & end table,"['cabinet', 'drawer', 'base', 'top']",table
3062df54-e9b9-4696-a43e-5318db2e33a8,cabinet,"['handle', 'vertical_side_panel', 'door', 'leg', 'bottom_panel', 'top_panel', 'back_panel', 'drawer']",cabinet
f26e373c-26e6-434c-8dca-9b725bf5409d,cabinet,"['back_panel', 'bottom_panel', 'top_panel', 'drawer', 'leg', 'handle', 'support', 'base', 'vertical_side_panel', 'design']",cabinet
9809c749-e25e-4ff6-acf7-7619987630c5,side & end table,"['handle', 'top', 'drawer', 'leg', 'base', 'support', 'bush']",table
c714a71e-c90a-49c8-97d8-93dd48411130,side & end table,"['base', 'handle', 'drawer', 'leg', 'top', 'support']",table
5c335dac-a546-4753-9172-38c7ececce5d,stool,"['back', 'knob', 'leg', 'seat', 'footrest', 'cushion', 'backrest', 'support', 'base', 'armrest']",stool
231e9b09-7d79-41d7-8092-1abc39910821,stool,"['bush', 'leg', 'seat', 'base', 'back']",stool
fa6a9319-a226-4d56-a860-c3012279faa6,dining table,"['base', 'top', 'leg', 'bush']",table
a4950891-dc78-4c26-8f48-1c671df3b7ab,side & end table,"['base', 'door', 'drawer', 'top', 'leg', 'support']",table
2cc2730b-80be-457a-8ef7-161c582e82b5,curtains,"['fabric_design', 'pole', 'hook']",curtains
4f1cb40a-35fb-4cb8-8d20-9319c4f7bddd,curtains,"['pole', 'fabric_design', 'knob']",curtains
a63f02c8-8e75-4fd5-9c12-da9ae8d025c8,curtains,"['pole', 'fabric_design', 'hook']",curtains
b90e5561-bd2a-4da7-8223-043e5b75a723,curtains,"['hook', 'pole', 'knob', 'fabric_design']",curtains
0c935ff8-bed6-41fe-87d8-cc56355d521c,sun loungers,"['back', 'seat', 'leg', 'frame', 'backrest']",sun loungers
132f7814-f726-4f4d-be75-f9b7e482337e,faucets,"['handle', 'hose', 'body', 'spout', 'aerator']",faucets
36cca6ab-d984-48b7-b6f3-327e0ab2a1e2,faucets,"['handle', 'aerator', 'spout', 'body', 'cap_retainer', 'cap']",faucets
f8750405-89b7-4678-a341-0172c73c7b53,faucets,"['body', 'handle', 'aerator', 'spout']",faucets
2e7ee3c3-a34c-4b98-8abf-0af7727255c0,sun loungers,"['seat', 'hinge', 'back_stretcher', 'frame', 'leg', 'back']",sun loungers
2a6c149d-fe07-41af-bc96-cc9fb861a923,sun loungers,"['seat', 'hinge', 'back', 'frame', 'leg_stretcher', 'backrest']",sun loungers
8efb5ff1-fa69-4ab5-808d-fa355940b20a,faucets,"['spout', 'handle', 'cap', 'body', 'aerator']",faucets
65a1f595-d0f7-4497-be86-b3605b8736b8,sofa,"['base', 'seat', 'back', 'armrest', 'pillow']",sofa
c4947f8a-9926-48f6-a256-6d5dddb41177,faucets,"['aerator', 'handle', 'spout', 'hose', 'body']",faucets
1d07c4bc-f48c-4317-9557-f2219c77d3ac,bed,"['leg', 'bedskirt', 'duvet', 'pillow', 'mattress', 'base', 'headboard']",bed
58963d70-d746-463c-a421-0c0d0105c965,faucets,"['body', 'handle', 'spout', 'aerator']",faucets
474cbf99-531d-4219-b69c-3a8544df971a,faucets,"['aerator', 'spout', 'hose', 'body', 'cap_retainer', 'cap', 'handle']",faucets
dd3bcf60-7d3d-4b01-a2dc-e52f804b72a1,faucets,"['spout', 'handle', 'aerator', 'hose', 'body']",faucets
fc0fa8a8-ff49-4e45-bd80-ebeb7d216e1a,sofa,"['pillow', 'armrest', 'base', 'back', 'seat', 'cushion']",sofa
6538af7f-7de8-46c9-9865-da79f0525692,faucets,"['aerator', 'spout', 'body', 'handle']",faucets
3bf6cd13-9fa1-443e-9da4-46f4efc0f3eb,faucets,"['body', 'handle', 'aerator', 'spout']",faucets
ebc63f41-7713-4073-ac4a-197674ad22b5,faucets,"['spout', 'cap', 'handle', 'body']",faucets
0c9781b9-96b8-45f8-b10a-e4a54ef252b0,faucets,"['aerator', 'spout', 'body', 'cap_retainer', 'handle', 'cap']",faucets
7fbdf799-bd75-464b-bcf0-3abbc50df5a5,faucets,"['aerator', 'handle', 'spout', 'body']",faucets
3e43be4c-9d22-49e5-a8b3-e3f0bfd12040,faucets,"['body', 'aerator', 'spout', 'cap', 'handle']",faucets
edf56fcf-782d-407b-80d9-d18c0d6a14e8,sofa,"['seat', 'backrest', 'back', 'armrest', 'pillow', 'cushion', 'support', 'leg']",sofa
2e0fbdea-5969-43e2-b0f4-aaa8d3c41577,faucets,"['spout', 'handle', 'body']",faucets
b6fc117f-4e6f-4fcc-8400-980745f38ca2,faucets,"['body', 'aerator', 'spout', 'handle', 'cap']",faucets
9dbe69a6-5892-4e96-8b44-058281f54be4,faucets,"['spout', 'aerator', 'handle', 'body']",faucets
e228b2d3-c665-4f9f-844b-39665e5a7ea5,sofa,"['backrest', 'back', 'pillow', 'cushion', 'seat', 'base', 'leg', 'armrest', 'support']",sofa
fa648d16-131a-4baf-871c-7da8f0d21f8e,boat,"['seat', 'hull', 'mast', 'bow', 'body']",boat
788c93c8-ebee-4fb2-9d14-41396295ac18,boat,"['hull', 'mast', 'glass', 'wire', 'bow', 'seat', 'body']",boat
f7b49373-7fd3-403f-b9c9-4bb77dc747f9,faucets,"['body', 'spout', 'cap_retainer', 'handle', 'aerator', 'cap']",faucets
0fd35d89-0f95-4cf3-9b94-39d4eb42bbae,faucets,"['handle', 'spout', 'body', 'cap']",faucets
17aa629f-2276-4381-a21e-266837743802,faucets,"['handle', 'body', 'spout', 'hose', 'cap']",faucets
83fafad0-7f4c-47ce-90b5-3e073df6be4c,shower,"['shower_head', 'shower_hose', 'bracket']",shower
625c6227-7093-4a62-b4e9-c1da01a74975,faucets,"['handle', 'cap_retainer', 'body', 'aerator', 'spout', 'cap']",faucets
6d6626e8-3946-4bdf-a855-e8ae5eb94696,faucets,"['handle', 'spout', 'aerator', 'body', 'hose']",faucets
0a4449fc-b1eb-499b-a0a5-e8dc18df77fb,faucets,"['cap', 'handle', 'spout']",faucets
c4791f6e-aee3-45ac-8baa-e20652774404,faucets,"['body', 'handle', 'spout', 'aerator']",faucets
4aa61578-ce65-422d-9fcb-cd318872fb60,bench,"['seat', 'leg', 'design', 'base']",bench
54d2d305-1f93-4055-8168-a59b7aaa5554,bed,"['cushion', 'pillow', 'bedskirt', 'headboard', 'mattress', 'duvet', 'base', 'support', 'leg']",bed
55866d5a-44fa-4a77-af8d-fc872e4f39b2,faucets,"['handle', 'body', 'aerator', 'spout']",faucets
0cd84b97-699b-486d-b8bb-0b2f17276c76,faucets,"['spout', 'handle', 'cap', 'cap_retainer', 'body']",faucets
c8bf91f6-0ee5-4528-8627-a091fda41349,faucets,"['spout', 'aerator', 'handle', 'body']",faucets
ec931a75-3a64-459a-9d29-2345bf48432f,faucets,"['spout', 'aerator', 'handle', 'cap', 'body']",faucets
0ca5be60-3a25-4d77-b56a-2b43292cfd62,boat,"['helm', 'body', 'glass', 'propeller', 'bow', 'fan']",boat
772ec4b0-7ed6-4880-bcf4-139457ff7050,shower,"['flange', 'shower_hose', 'pipe', 'bracket', 'shower_head', 'nozzle']",shower
ba5ae290-4855-4cb0-8c74-e26ff836451f,shower,"['shower_hose', 'flange', 'bracket', 'shower_head', 'nozzle']",shower
9d0fc661-6160-4704-b79b-88301d6ac4f2,faucets,"['body', 'spout', 'cap', 'handle', 'aerator']",faucets
3924d890-6914-4721-bcc8-b463c1c88d56,sinks,"['drain', 'sink', 'faucet', 'stopper']",sinks
a732fd8d-d4ef-4132-9308-516bf54000e3,sinks,"['stopper', 'drain', 'sink']",sinks
4d4f93c8-78ff-42d1-959b-44ed241e5912,sinks,"['faucet', 'unit', 'sink']",sinks
26d4a929-0c48-4d3a-ba3e-1caf10c5ae72,sinks,"['sink', 'faucet', 'drain']",sinks
fc663622-d336-49f5-aa34-f3fcac9af851,sinks,"['drain', 'faucet', 'sink', 'unit']",sinks
a7c01e21-491d-4d36-a42d-3de17d25810b,sinks,"['drain', 'faucet', 'sink', 'unit']",sinks
e469fbcc-9b42-478e-b1f7-b2494f752298,sinks,"['sink', 'drain', 'faucet']",sinks
bf019da9-b0d3-4ff7-a525-459b95003eae,faucets,"['hose', 'spout', 'handle', 'body', 'aerator']",faucets
f8050a1e-6855-4136-bd81-5e1646394e1c,faucets,"['spout', 'handle', 'hose', 'body', 'cap']",faucets
c9787884-4f10-4780-82f5-36c88e459f0d,faucets,"['cap_retainer', 'spout', 'handle', 'body']",faucets
de9a8bbd-7359-42d3-a4e6-8b7563e3a872,faucets,"['cap_retainer', 'spout', 'handle', 'body', 'cap']",faucets
63bb8408-0a57-4ffd-a31d-19121fabffe5,faucets,"['handle', 'spout', 'aerator', 'body']",faucets
23ca314d-5b15-44ee-9532-b4bec663524b,coat racks,"['hanger', 'design', 'body', 'base']",coat racks
6b330e84-9b1a-45c1-9381-c2fde9369d2c,coat racks,"['base', 'support', 'stand', 'hanger']",coat racks
088e5a81-1ca7-42e3-a7db-c4050d1d55ae,sun loungers,"['leg', 'seat', 'armrest', 'frame']",sun loungers
307eccc2-c572-4f26-a451-907c04923f1a,coat racks,"['stand', 'hanger', 'support', 'base']",coat racks
324a1f5e-c610-4f55-955e-a1a9051fae7a,coat racks,"['body', 'design', 'hanger', 'base', 'support']",coat racks
92bc4970-dbdc-4e27-8b40-b4f6e58a4d5c,coat racks,"['design', 'body', 'hanger', 'base', 'support']",coat racks
89834ed7-eb91-4302-b96a-0d0422f53571,coat racks,"['hanger', 'support', 'stand', 'base', 'design']",coat racks
8de4adc3-7ac5-4579-bc99-bc44586b8af9,coat racks,"['design', 'support', 'body', 'hanger', 'base']",coat racks
8d3d6be1-c9e1-4961-93da-c974f24f5d95,coat racks,"['base', 'hanger', 'body']",coat racks
a2648660-b11d-4ca7-a525-e61330087ff3,coat racks,"['hanger', 'support', 'base', 'body']",coat racks
6dd6dc2d-704a-46ac-97a2-cb277428c987,shower,"['shower_head', 'flange', 'bracket', 'nozzle', 'shower_hose', 'pipe']",shower
c863fc88-42ed-4f25-a415-894ce7f1c5af,curtains,"['fabric_design', 'pole', 'rod_bracket', 'hook']",curtains
9ea4826a-3dbc-4d91-a910-bf6c5eaf16ef,umbrellas & parasol,"['canopy', 'pulley', 'shaft', 'short_ribs', 'runner', 'long_ribs']",parasol
3eb69dc9-172f-4278-bdc8-554eb14338d5,faucets,"['cap', 'handle', 'aerator', 'body', 'spout']",faucets
cf461044-434d-4d54-99df-db6d9a337601,sinks,"['faucet', 'drain', 'sink']",sinks
11d47ffa-5f00-4d28-b343-8783c6547710,coat racks,"['support', 'body', 'hanger']",coat racks
4b863fd0-d7ae-4ae5-b81c-2320255369ec,coat racks,"['hanger', 'base', 'stand', 'support', 'design']",coat racks
04bf1b50-5944-4d65-b324-6afd572383bc,curtains,"['pole', 'hook', 'rod_bracket', 'fabric_design', 'knob']",curtains
b800f045-1c0e-4dd9-91bc-8ada4b5807fc,curtains,"['fabric_design', 'knob', 'pole']",curtains
34cf04d2-f8ea-42b7-ad20-2ed2f1461faa,curtains,"['fabric_design', 'knob', 'rod_bracket', 'pole', 'hook']",curtains
66f42023-bb51-46d6-bae2-c56b965baaef,curtains,"['fabric_design', 'pole', 'rod_bracket', 'hook']",curtains
dcc0ea74-4cfa-4c87-b113-c48f73773656,curtains,"['hook', 'pole', 'rod_bracket', 'knob', 'fabric_design']",curtains
62fae9c0-96d9-48a7-ab40-4417c5a90891,curtains,"['knob', 'fabric_design', 'pole', 'rod_bracket', 'hook']",curtains
e1d868a1-d7ef-461a-a54d-18af3fd3716c,curtains,"['fabric_design', 'pole', 'rod_bracket', 'hook']",curtains
fe110c73-82d6-4e6e-a03f-5a5471cb7d0d,curtains,"['fabric_design', 'knob', 'rod_bracket', 'pole', 'hook']",curtains
b5137236-0ec9-4a05-9593-81d983032020,curtains,"['hook', 'pole', 'rod_bracket', 'fabric_design']",curtains
030ec609-c7cc-4af4-818f-6fe50302e2b4,curtains,"['fabric_design', 'hook', 'rod_bracket', 'pole', 'knob']",curtains
