model_id,tuples
8a70fa29-8aca-4cc5-a3aa-a6fdb804dc87,"{""leg"": ""wood"", ""support"": ""wood"", ""seat"": ""leather""}"
7fa62c23-d7c8-4a08-abf7-9ae4ba90e6a9,"{""containing_things"": ""metal"", ""head"": ""metal"", ""base"": ""metal"", ""container"": ""metal""}"
b1a4e9cd-cd9f-4cb3-81ca-81289ba98343,"{""leg"": ""metal"", ""containing_things"": ""ceramic"", ""container"": ""ceramic""}"
a36b72fd-6516-4673-a649-c1a83dad5dd9,"{""container"": ""ceramic"", ""containing_things"": ""metal"", ""head"": ""metal""}"
9932e184-e54e-4f07-8424-843bcd94c124,"{""mattress"": ""fabric"", ""pillow"": ""fabric"", ""leg"": ""metal"", ""headboard"": ""wood"", ""base"": ""metal"", ""cushion"": ""fabric"", ""duvet"": ""fabric""}"
40d5b661-6eda-4465-b28c-173c7002b434,"{""support"": ""metal"", ""shade_cloth"": ""fabric"", ""base"": ""metal"", ""body"": ""metal"", ""arm"": ""metal"", ""bulb"": ""glass"", ""socket"": ""metal""}"
ff5fc777-7c0d-4bba-900c-8a83a8ff1b47,"{""containing_things"": ""ceramic"", ""container"": ""ceramic"", ""leg"": ""metal""}"
bf0a0062-dd11-4ed4-89ea-7abc86af8711,"{""containing_things"": ""plastic"", ""head"": ""metal"", ""container"": ""ceramic""}"
e98bfae6-2d59-4411-a40b-a850e45da529,"{""lamp_surrounding_frame"": ""metal"", ""socket"": ""plastic"", ""rod"": ""metal"", ""bulb"": ""glass"", ""base"": ""metal""}"
31fb3958-ade0-4809-9376-51a179fbb10d,"{""base"": ""metal"", ""footrest"": ""metal"", ""seat"": ""fabric"", ""leg"": ""metal""}"
2afbcd70-ec75-4fe8-96a6-5502a9c3a13d,"{""lamp_surrounding_frame"": ""metal"", ""arm"": ""metal"", ""design"": ""metal"", ""socket"": ""plastic"", ""bulb"": ""metal"", ""rod"": ""plastic"", ""support"": ""metal"", ""base"": ""metal"", ""wall_mount"": ""metal""}"
ddb6ac23-3e08-4018-ab12-c8ef67d0e2c1,"{""base"": ""metal"", ""seat"": ""leather"", ""leg"": ""metal"", ""support"": ""metal""}"
34a127a1-5b4c-48b4-a65c-2c715310d70e,"{""drawer"": ""wood"", ""base"": ""wood"", ""leg"": ""wood""}"
858765a1-0570-43c0-b94f-5d74fd290cbd,"{""base"": ""metal"", ""support"": ""metal"", ""leg"": ""metal"", ""top"": ""metal""}"
c7638b80-fe5f-4b8e-981d-387871adaf73,"{""base"": ""wood"", ""leg"": ""metal"", ""headboard"": ""wood"", ""bedskirt"": ""leather"", ""mattress"": ""fabric""}"
395b88d5-f354-4abe-b493-57a56c41f005,"{""containing_things"": ""plastic"", ""container"": ""ceramic""}"
4958f1d6-9f62-4d49-813d-e44d310c5185,"{""seat"": ""leather"", ""base"": ""wood"", ""seat_cushion"": ""leather""}"
11ae1abe-a6b8-4e27-986f-40d3334838e9,"{""armrest"": ""wood"", ""cushion"": ""fabric"", ""seat"": ""fabric"", ""back"": ""fabric"", ""base"": ""metal"", ""pillow"": ""fabric""}"
7e9b9753-e2b9-4201-b7e9-9604efebbc52,"{""head"": ""metal"", ""container"": ""metal"", ""containing_things"": ""metal""}"
721d356a-0b78-4524-947d-1f1c14669aa3,"{""container"": ""ceramic"", ""containing_things"": ""metal""}"
96cbd202-7337-458b-897f-9bcf7b12f5df,"{""leg"": ""metal"", ""base"": ""wood"", ""cushion"": ""fabric"", ""seat"": ""fabric""}"
606ed7ab-b41b-40c7-89be-cae807b79220,"{""back"": ""leather"", ""seat"": ""fabric"", ""bush"": ""plastic"", ""leg"": ""metal"", ""backrest"": ""leather""}"
3941f776-656f-4803-8ea3-4a6ee7c789df,"{""headboard"": ""wood"", ""bedskirt"": ""fabric"", ""pillow"": ""fabric"", ""mattress"": ""fabric"", ""leg"": ""metal"", ""base"": ""metal""}"
dbda6630-205f-41e2-ac5a-01af4fac63dc,"{""containing_things"": ""metal"", ""base"": ""metal"", ""container"": ""metal"", ""head"": ""metal""}"
94421d55-f20c-4c84-944d-06b216818409,"{""vertical_divider_panel"": ""metal"", ""bottom_panel"": ""metal"", ""handle"": ""metal"", ""top_panel"": ""metal"", ""drawer"": ""metal""}"
fa864bcf-8912-4685-aa16-79bdd22d4be4,"{""top"": ""wood"", ""base"": ""metal"", ""leg"": ""metal""}"
2030afa8-9b1f-4d86-a7e4-831c743b94a8,"{""handle"": ""metal"", ""support"": ""metal"", ""drawer"": ""wood"", ""vertical_divider_panel"": ""wood"", ""shelf"": ""wood"", ""bottom_panel"": ""wood""}"
6c96c9be-4d88-4214-b59f-6c84021c7da8,"{""base"": ""metal"", ""leveller"": ""plastic"", ""leg"": ""metal"", ""top"": ""metal""}"
a91473f4-3575-48bd-8c1f-b02fd97b9c87,"{""vertical_side_panel"": ""metal"", ""handle"": ""metal"", ""top_panel"": ""metal"", ""door"": ""metal"", ""drawer"": ""metal"", ""bottom_panel"": ""metal"", ""back_panel"": ""metal"", ""support"": ""metal"", ""leg"": ""metal""}"
77175d09-048b-48f8-bafb-00e33041ceb5,"{""head"": ""metal"", ""base"": ""metal"", ""containing_things"": ""metal"", ""container"": ""metal""}"
7224e81e-9a09-4f20-9c39-71f10a092230,"{""seat"": ""leather"", ""back"": ""leather"", ""backrest"": ""metal"", ""base"": ""metal"", ""leg"": ""metal""}"
518a304f-5058-4417-a9c3-89beafc8bf48,"{""leg"": ""metal"", ""base"": ""wood"", ""seat"": ""leather"", ""bush"": ""plastic"", ""backrest"": ""leather"", ""armrest"": ""plastic"", ""back"": ""leather""}"
27584b36-2276-49e9-aea9-894a77a2a05c,"{""door"": ""wood"", ""handle"": ""metal"", ""top_panel"": ""wood"", ""bottom_panel"": ""wood"", ""back_panel"": ""wood"", ""leg"": ""metal"", ""drawer"": ""wood"", ""vertical_side_panel"": ""wood""}"
76ccc031-6fe9-4293-b0fc-6ef7cb9cb62f,"{""headboard"": ""wood"", ""duvet"": ""fabric"", ""base"": ""wood"", ""leg"": ""wood"", ""mattress"": ""fabric"", ""pillow"": ""fabric""}"
a8b84e33-348f-4835-ae80-9ab6f3a78188,"{""base"": ""wood"", ""drawer"": ""wood"", ""stretcher"": ""wood""}"
5482def2-22d4-4aae-a711-50b50278dc1d,"{""base"": ""metal"", ""head"": ""metal"", ""design"": ""metal"", ""container"": ""metal"", ""containing_things"": ""metal""}"
a6452961-65b2-45db-934a-8b8b289e0ea6,"{""bedskirt"": ""leather"", ""base"": ""wood"", ""headboard"": ""leather"", ""leg"": ""metal"", ""mattress"": ""fabric"", ""duvet"": ""fabric""}"
d017958c-da64-4c90-9ca1-aeb599dbe494,"{""base"": ""metal"", ""seat"": ""fabric"", ""support"": ""metal""}"
f5f1ac0c-7b4a-4770-870a-3047ab3e2fbd,"{""head"": ""plastic"", ""container"": ""ceramic"", ""base"": ""ceramic"", ""containing_things"": ""plastic""}"
9a7568c4-4aa2-4dbf-a1f7-ee0959a8e092,"{""bedskirt"": ""fabric"", ""headboard"": ""wood"", ""base"": ""metal"", ""pillow"": ""fabric"", ""leveller"": ""plastic"", ""leg"": ""metal"", ""mattress"": ""fabric"", ""support"": ""metal""}"
0a5172dd-6c32-48dd-8835-2c1ca5bee4e4,"{""leg"": ""metal"", ""seat"": ""leather"", ""support"": ""metal"", ""seat_cushion"": ""leather""}"
c8cbab06-6e34-4748-8508-5bce0f983c21,"{""mattress"": ""fabric"", ""headboard"": ""leather"", ""leg"": ""wood"", ""pillow"": ""fabric"", ""bedskirt"": ""leather"", ""base"": ""wood""}"
6fc35e17-12f4-4bff-a867-71fa0d91cdde,"{""back"": ""leather"", ""leg"": ""metal"", ""seat"": ""leather""}"
c793d34e-af7f-4e45-8ee0-01687b26f3e7,"{""bedskirt"": ""leather"", ""base"": ""metal"", ""leg"": ""metal"", ""headboard"": ""wood"", ""mattress"": ""fabric"", ""pillow"": ""leather"", ""duvet"": ""fabric""}"
abfe5adb-8428-407d-ad00-75992b12437e,"{""seat"": ""leather"", ""base"": ""metal"", ""leg"": ""metal"", ""support"": ""metal""}"
2c10f9b5-539f-4d71-9283-3f7df81cbf77,"{""leg"": ""metal"", ""base"": ""wood"", ""seat_cushion"": ""fabric"", ""seat"": ""fabric"", ""bush"": ""plastic""}"
cab8915f-8a67-4522-8ffc-1fcc4289f96e,"{""container"": ""metal"", ""containing_things"": ""metal"", ""base"": ""metal""}"
08e60b73-bf1b-43d4-ae56-bc8b20d1ae01,"{""leg"": ""metal"", ""door"": ""metal"", ""bottom_panel"": ""metal"", ""top_panel"": ""metal"", ""handle"": ""metal"", ""base"": ""metal"", ""back_panel"": ""metal"", ""drawer"": ""metal"", ""vertical_side_panel"": ""metal""}"
5873432b-47ba-4ae8-b96b-c314d33b802e,"{""base"": ""metal"", ""shade_cloth"": ""fabric"", ""socket"": ""metal"", ""bulb"": ""glass"", ""arm"": ""metal"", ""support"": ""metal"", ""body"": ""metal""}"
6b6a60d3-6f69-4290-859b-406433fef140,"{""support"": ""metal"", ""back_panel"": ""metal"", ""leg"": ""metal"", ""handle"": ""metal"", ""vertical_side_panel"": ""metal"", ""bottom_panel"": ""metal"", ""top_panel"": ""metal"", ""door"": ""metal""}"
1369a5df-b330-4d32-9d8b-8a3bbe32bd55,"{""lamp_surrounding_frame"": ""metal"", ""base"": ""metal"", ""shade_cloth"": ""fabric"", ""rod"": ""plastic"", ""bulb"": ""glass"", ""socket"": ""plastic""}"
e8530e2c-8eb7-4bf1-a6df-144d73c6a303,"{""back"": ""leather"", ""leg"": ""metal"", ""seat"": ""leather""}"
674b522f-e735-4cda-908e-6c42bea136e0,"{""seat"": ""leather"", ""base"": ""metal"", ""leg"": ""metal"", ""cushion"": ""leather"", ""support"": ""metal""}"
a3e7bde7-ab9e-4deb-8292-0edcdd483be6,"{""head"": ""plastic"", ""container"": ""ceramic"", ""base"": ""ceramic"", ""containing_things"": ""plastic""}"
818944ff-1f2b-4636-af5d-0a66ffa6fa10,"{""leg"": ""wood"", ""seat"": ""leather"", ""back"": ""leather"", ""bush"": ""plastic"", ""support"": ""metal""}"
62739c2a-739f-4aa2-8745-eb77c298c7aa,"{""top"": ""metal"", ""support"": ""metal"", ""base"": ""metal"", ""leg"": ""metal""}"
ed711f2d-79f5-401f-86aa-7940b5eb508a,"{""container"": ""metal"", ""base"": ""metal"", ""containing_things"": ""metal""}"
21552a68-dfe5-42c6-9a78-7a504713d415,"{""mattress"": ""fabric"", ""duvet"": ""fabric"", ""bedskirt"": ""leather"", ""headboard"": ""wood"", ""base"": ""metal"", ""pillow"": ""leather""}"
47afec23-1cf7-41c9-a7dd-eb4e0b66c0b3,"{""drawer"": ""metal"", ""top_panel"": ""metal"", ""leveller"": ""plastic"", ""back_panel"": ""metal"", ""leg"": ""metal"", ""handle"": ""metal"", ""vertical_side_panel"": ""metal"", ""bottom_panel"": ""metal""}"
7497a79d-18fa-4856-946d-4468dc891a52,"{""base"": ""metal"", ""leg"": ""metal"", ""top"": ""wood""}"
83cd5d91-3715-47c0-9b55-579494135266,"{""seat"": ""leather"", ""base"": ""metal"", ""leg"": ""metal"", ""back"": ""leather"", ""backrest"": ""metal"", ""support"": ""metal"", ""armrest"": ""metal""}"
a8c1d835-b2d7-490f-9bcd-a60981bf3def,"{""top"": ""metal"", ""base"": ""metal"", ""support"": ""metal"", ""leg"": ""metal""}"
29d49373-25bf-4569-bb64-1cf7733fd82a,"{""containing_things"": ""ceramic"", ""leg"": ""metal"", ""container"": ""ceramic""}"
2ca5f3ad-3263-483f-926b-83fe04649425,"{""seat"": ""fabric"", ""seat_cushion"": ""fabric"", ""base"": ""wood"", ""leg"": ""metal""}"
f2e8c6c8-6cf9-4101-9ed7-3cc9508e1a38,"{""seat"": ""fabric"", ""leg"": ""metal"", ""support"": ""metal""}"
c10030c1-9460-44ca-a7ca-5e9f066304a8,"{""back"": ""wood"", ""seat"": ""fabric"", ""support"": ""wood"", ""base"": ""wood"", ""leg"": ""wood"", ""cushion"": ""fabric"", ""armrest"": ""plastic""}"
886e71e5-51a3-44b2-92f2-408feb370446,"{""vertical_side_panel"": ""metal"", ""handle"": ""metal"", ""bottom_panel"": ""metal"", ""top_panel"": ""metal"", ""leg"": ""metal"", ""back_panel"": ""metal"", ""shelf"": ""metal"", ""drawer"": ""metal""}"
332205d0-08d3-4c91-a9b0-34d157a7aa4b,"{""top"": ""marble"", ""base"": ""wood"", ""leg"": ""metal"", ""support"": ""metal""}"
13df95d6-3f61-492e-a976-65d8e39c88ef,"{""top"": ""metal"", ""base"": ""metal"", ""tabletop_frame"": ""metal""}"
ba234213-bb69-49e3-b450-7575bcae4a29,"{""base"": ""metal"", ""pillow"": ""fabric"", ""duvet"": ""fabric"", ""mattress"": ""fabric"", ""cushion"": ""fabric"", ""bedskirt"": ""fabric"", ""headboard"": ""wood"", ""leg"": ""metal""}"
e924f711-795f-436c-9b6b-27a045ba7d50,"{""back"": ""leather"", ""seat"": ""leather"", ""support"": ""metal"", ""armrest"": ""plastic"", ""leg"": ""metal""}"
d37de378-0f4f-4f1d-bbba-cbe8ae59bbf7,"{""seat_cushion"": ""fabric"", ""leg"": ""metal"", ""base"": ""metal"", ""support"": ""metal""}"
872ba6bd-7eee-45ed-b371-7d9082306c94,"{""seat"": ""fabric"", ""base"": ""metal"", ""leveller"": ""plastic"", ""leg"": ""metal""}"
d2e4b170-a360-4042-addb-4c3824ae9880,"{""support"": ""wood"", ""back_panel"": ""wood"", ""shelf"": ""wood"", ""bottom_panel"": ""wood"", ""top_panel"": ""wood"", ""vertical_divider_panel"": ""wood"", ""leg"": ""metal"", ""vertical_side_panel"": ""wood"", ""handle"": ""metal"", ""drawer"": ""wood"", ""door"": ""wood""}"
95d71f41-33d5-4322-af47-12fb5473f733,"{""mattress"": ""fabric"", ""duvet"": ""fabric"", ""bedskirt"": ""fabric"", ""leg"": ""metal"", ""headboard"": ""wood"", ""base"": ""metal"", ""pillow"": ""fabric""}"
dc2f4882-092b-4837-87cc-9cb6996c34fa,"{""container"": ""ceramic"", ""base"": ""ceramic"", ""containing_things"": ""plastic""}"
22d0bec1-96f6-4d65-9b4e-6890a48875a7,"{""handle"": ""metal"", ""drawer"": ""wood"", ""support"": ""wood"", ""door"": ""wood"", ""vertical_side_panel"": ""wood"", ""back_panel"": ""wood"", ""top_panel"": ""wood"", ""leg"": ""metal"", ""bottom_panel"": ""wood""}"
7fa45f9f-7f01-46c5-a1be-f2bee49f5074,"{""seat"": ""leather"", ""back"": ""leather"", ""armrest"": ""plastic""}"
e73d8eee-3139-4322-bc28-cd48cb2f4083,"{""leg"": ""metal"", ""seat"": ""leather"", ""support"": ""metal"", ""backrest"": ""metal"", ""back"": ""leather"", ""cushion"": ""leather"", ""base"": ""metal""}"
31045d6d-3224-4c3e-8618-98bebe62be52,"{""bedskirt"": ""fabric"", ""mattress"": ""fabric"", ""headboard"": ""wood"", ""base"": ""metal"", ""leg"": ""metal"", ""duvet"": ""fabric""}"
ccacb4d4-bd26-4030-82ad-b458f80e6466,"{""seat"": ""leather"", ""leg"": ""metal"", ""design"": ""metal""}"
f0391112-1b30-486b-af20-c6f840a07834,"{""back_panel"": ""metal"", ""top_panel"": ""metal"", ""handle"": ""metal"", ""vertical_side_panel"": ""metal"", ""design"": ""metal"", ""door"": ""metal"", ""bottom_panel"": ""metal"", ""leg"": ""metal""}"
96dbf1eb-67c2-46a5-9cc5-6cde58041713,"{""base"": ""wood"", ""duvet"": ""fabric"", ""mattress"": ""fabric"", ""support"": ""wood"", ""bedskirt"": ""leather"", ""leg"": ""metal"", ""headboard"": ""leather"", ""pillow"": ""fabric""}"
a1b83a47-e2d3-42f3-8ab1-f6292dc0b50c,"{""base"": ""metal"", ""containing_things"": ""metal"", ""container"": ""metal"", ""head"": ""metal""}"
f53a3361-6553-4629-ab3a-083a6e5cbe7a,"{""base"": ""ceramic"", ""container"": ""ceramic"", ""head"": ""plastic"", ""containing_things"": ""plastic""}"
c6f9ae31-2daa-4dac-b402-bb7072480f70,"{""base"": ""wood"", ""seat_cushion"": ""fabric"", ""seat"": ""fabric""}"
d1b754e1-9e87-45c7-b5dd-343a2896c350,"{""pillow"": ""fabric"", ""leg"": ""wood"", ""bedskirt"": ""leather"", ""base"": ""wood"", ""mattress"": ""fabric"", ""headboard"": ""wood""}"
f73edd86-65d8-43f3-9828-6fca331d5f5a,"{""base"": ""metal"", ""container"": ""metal"", ""containing_things"": ""metal""}"
d1d1f04a-c440-4e59-908e-728955ba217f,"{""back"": ""leather"", ""seat"": ""leather"", ""base"": ""metal"", ""backrest"": ""metal"", ""leg"": ""metal"", ""leveller"": ""plastic""}"
16a8eed3-aa2b-4733-acbf-0bf9eab93a2d,"{""design"": ""metal"", ""seat_cushion"": ""fabric"", ""seat"": ""fabric"", ""base"": ""wood"", ""support"": ""wood""}"
83d662ba-52e3-49ba-b1f9-0f1077827777,"{""leg"": ""metal"", ""seat"": ""leather"", ""armrest"": ""metal"", ""backrest"": ""leather""}"
f4729d6e-5348-45fe-b1ba-563029a2ef69,"{""duvet"": ""fabric"", ""leg"": ""metal"", ""mattress"": ""fabric"", ""bedskirt"": ""fabric"", ""support"": ""metal"", ""headboard"": ""wood"", ""pillow"": ""fabric"", ""base"": ""metal""}"
71bc79ab-78dd-4ca4-82fa-2cf17437fde3,"{""leg"": ""metal"", ""seat"": ""fabric"", ""bush"": ""plastic"", ""seat_cushion"": ""fabric"", ""support"": ""metal"", ""base"": ""metal""}"
578f1ed7-4d34-46ce-bcfc-aa8fe7f95d70,"{""mattress"": ""fabric"", ""design"": ""metal"", ""headboard"": ""wood"", ""leg"": ""metal"", ""bedskirt"": ""fabric"", ""duvet"": ""fabric""}"
68fd26d2-d29e-4b83-b647-056581b0dc74,"{""support"": ""wood"", ""top"": ""wood"", ""leg"": ""wood""}"
9946debd-38fa-4ac7-a3d9-ca27d3604486,"{""head"": ""metal"", ""container"": ""metal"", ""containing_things"": ""metal""}"
da34151a-f947-4515-bb1e-4f325b9811e9,"{""headboard"": ""wood"", ""mattress"": ""fabric"", ""duvet"": ""fabric"", ""pillow"": ""leather"", ""bedskirt"": ""leather"", ""base"": ""metal"", ""leg"": ""metal""}"
1f48c382-ac22-4212-af0c-d0d130bac5c9,"{""base"": ""metal"", ""headboard"": ""wood"", ""leg"": ""metal"", ""design"": ""metal"", ""mattress"": ""fabric"", ""pillow"": ""leather""}"
45aa8933-613b-4b23-ad9e-39cb37a786a8,"{""leg"": ""metal"", ""pillow"": ""fabric"", ""bedskirt"": ""leather"", ""mattress"": ""fabric"", ""base"": ""wood"", ""duvet"": ""fabric""}"
dfe9e2e2-0a93-463a-9a6c-09ddc58f8afb,"{""headboard"": ""wood"", ""mattress"": ""fabric"", ""base"": ""wood"", ""leg"": ""wood"", ""duvet"": ""fabric"", ""pillow"": ""fabric""}"
6ab4aec3-7165-4904-abf7-2d788cbb903a,"{""pillow"": ""fabric"", ""armrest"": ""wood"", ""cushion"": ""fabric"", ""seat"": ""fabric"", ""base"": ""metal"", ""leg"": ""metal"", ""leveller"": ""plastic""}"
da0d1a4c-94cf-4e41-acf6-05e6db45b337,"{""top"": ""marble"", ""support"": ""metal"", ""base"": ""metal"", ""leg"": ""metal""}"
a1330f82-52d6-4a21-9cdb-ea1c0a3ebb39,"{""seat"": ""leather"", ""support"": ""metal"", ""leg"": ""metal""}"
fd62d062-3626-406a-8725-65ca370cec4f,"{""cushion"": ""fabric"", ""seat"": ""fabric"", ""backrest"": ""leather"", ""leg"": ""metal"", ""base"": ""metal"", ""support"": ""metal"", ""armrest"": ""leather"", ""back"": ""wood""}"
5b649d2a-28f9-4166-b8f0-ebcda8369988,"{""container"": ""ceramic"", ""base"": ""metal"", ""containing_things"": ""metal""}"
591fba96-f6f9-46b1-a9b5-e118c598d31f,"{""lamp_surrounding_frame"": ""metal"", ""bulb"": ""glass"", ""socket"": ""plastic"", ""base"": ""metal"", ""wire"": ""plastic""}"
bda3843d-e027-4e99-bde2-9c0cc6c9279a,"{""leg"": ""metal"", ""mattress"": ""fabric"", ""headboard"": ""wood"", ""pillow"": ""leather"", ""duvet"": ""fabric"", ""base"": ""metal""}"
c26998cf-02dd-4514-b269-19b0ada874a2,"{""leg"": ""metal"", ""support"": ""metal"", ""base"": ""metal"", ""seat"": ""fabric""}"
d10c1eae-bbe7-4e00-9e38-0faaa19434d9,"{""bush"": ""plastic"", ""top"": ""wood"", ""leg"": ""metal"", ""support"": ""metal""}"
a1d68663-fd93-4aba-b6e5-f3282e546eb7,"{""leg"": ""metal"", ""armrest"": ""wood"", ""support"": ""wood"", ""base"": ""wood"", ""back"": ""fabric"", ""pillow"": ""fabric"", ""seat"": ""fabric"", ""cushion"": ""fabric""}"
f5e53654-88ce-4b3f-864d-662d68a3639e,"{""support"": ""metal"", ""base"": ""wood"", ""headboard"": ""wood"", ""mattress"": ""fabric"", ""leg"": ""metal"", ""pillow"": ""fabric""}"
d9d3f81e-8b5b-4c34-8965-0d9f8535d8db,"{""cushion"": ""fabric"", ""pillow"": ""fabric"", ""duvet"": ""fabric"", ""bedsheet"": ""fabric"", ""mattress"": ""fabric"", ""leg"": ""metal"", ""headboard"": ""wood"", ""base"": ""metal""}"
3a514ebe-3492-4b7b-a86f-4e6160762bd1,"{""duvet"": ""fabric"", ""pillow"": ""fabric"", ""mattress"": ""fabric"", ""bedskirt"": ""fabric"", ""headboard"": ""wood"", ""leg"": ""metal"", ""base"": ""metal""}"
a8c653aa-96dc-4e58-a6cd-6a90a8e7c872,"{""top"": ""metal"", ""leg"": ""metal"", ""support"": ""metal""}"
37c4ef4b-2e73-49f5-9424-91023ff011de,"{""armrest"": ""fabric"", ""seat"": ""leather"", ""back"": ""leather"", ""leg"": ""metal"", ""support"": ""metal"", ""bush"": ""plastic"", ""base"": ""metal""}"
9da18dfe-2203-427e-a1d2-557586a12919,"{""support"": ""metal"", ""seat"": ""leather"", ""back"": ""leather"", ""leg"": ""metal""}"
62852d5f-b57e-48b6-b2a5-6f625359270e,"{""seat_cushion"": ""fabric"", ""seat"": ""fabric"", ""support"": ""metal""}"
262e4d32-47e7-4de7-bf4d-e55505c0b54c,"{""base"": ""wood"", ""leg"": ""metal"", ""support"": ""wood"", ""cushion"": ""fabric""}"
8f9bf4e9-8b85-4476-9294-e69d2cf07b51,"{""drawer"": ""wood"", ""base"": ""wood"", ""leg"": ""metal"", ""support"": ""wood"", ""handle"": ""metal"", ""shelf"": ""wood"", ""top"": ""marble""}"
f3e00b9a-7fbc-44ba-91c4-639855770b49,"{""tabletop_frame"": ""metal"", ""top"": ""marble"", ""base"": ""metal"", ""leg"": ""metal""}"
4bc88599-f9cb-483d-83a6-8617c242ca0f,"{""leg"": ""metal"", ""drawer"": ""wood"", ""base"": ""wood"", ""handle"": ""metal"", ""support"": ""metal"", ""cabinet"": ""wood"", ""shelf"": ""wood""}"
d92478ad-370c-46d8-a588-e7b5a4eefaa3,"{""seat"": ""fabric"", ""base"": ""metal"", ""leg"": ""metal""}"
fa552716-79fa-4f95-9b89-86f9de07c8f2,"{""armrest"": ""metal"", ""backrest"": ""metal"", ""design"": ""metal"", ""seat"": ""leather"", ""base"": ""metal""}"
e9658a86-8383-4385-b871-ee67289d0911,"{""base"": ""metal"", ""top"": ""metal"", ""support"": ""metal""}"
47fc60cd-7ab1-4747-bec9-e3a20841d822,"{""leg"": ""wood"", ""door"": ""wood"", ""base"": ""wood"", ""drawer"": ""metal""}"
512cfc7e-b658-4181-97cd-ea4e64a41757,"{""head"": ""metal"", ""container"": ""metal"", ""containing_things"": ""metal""}"
dbed3b36-3814-416b-9e76-175e22835f55,"{""top_panel"": ""metal"", ""bottom_panel"": ""metal"", ""back_panel"": ""metal"", ""leg"": ""metal"", ""vertical_side_panel"": ""metal"", ""handle"": ""metal"", ""door"": ""metal"", ""support"": ""metal"", ""shelf"": ""metal""}"
1aba66ad-2fb1-4c31-a8ae-87859c5f736c,"{""duvet"": ""fabric"", ""headboard"": ""wood"", ""mattress"": ""fabric"", ""leg"": ""metal"", ""bedskirt"": ""fabric"", ""cushion"": ""fabric"", ""pillow"": ""fabric""}"
74b290f9-c15e-416c-87b8-16375d477ced,"{""seat"": ""fabric"", ""back"": ""wood"", ""leg"": ""wood""}"
b8f34c36-8f08-4ec3-bc64-e6427411182c,"{""seat_cushion"": ""leather"", ""design"": ""metal"", ""seat"": ""leather""}"
29378835-0eca-4b4c-8d4d-57bae7b531d1,"{""support"": ""metal"", ""leg"": ""metal"", ""base"": ""metal"", ""seat"": ""fabric""}"
c27752b6-371a-4f6c-9cc2-4ab5bce8217a,"{""leg"": ""metal"", ""vertical_side_panel"": ""wood"", ""handle"": ""metal"", ""door"": ""wood"", ""top_panel"": ""wood"", ""bottom_panel"": ""wood"", ""drawer"": ""wood"", ""back_panel"": ""wood"", ""base"": ""wood""}"
d6195a49-f0cf-4aef-a2b0-54fd0b5672cf,"{""leveller"": ""plastic"", ""cushion"": ""leather"", ""design"": ""metal"", ""back"": ""leather"", ""seat"": ""leather""}"
bcaafa8a-411b-4a17-a1a6-14305cd9bdb5,"{""wall_mount"": ""metal"", ""pole"": ""plastic"", ""support"": ""metal"", ""bulb"": ""metal"", ""lamp_surrounding_frame"": ""metal"", ""socket"": ""plastic"", ""base"": ""metal"", ""arm"": ""metal"", ""rod"": ""plastic""}"
7d07a60f-865f-4064-9936-72277846d7d2,"{""top"": ""metal"", ""base"": ""metal"", ""leg"": ""metal""}"
e49b229e-dd49-4e4b-b714-6b4e5d641f68,"{""base"": ""metal"", ""wire"": ""plastic"", ""support"": ""metal"", ""lamp_surrounding_frame"": ""metal"", ""bulb"": ""glass"", ""rod"": ""plastic"", ""pole"": ""plastic""}"
6cd850d8-3808-4e14-a07e-d86709d4d762,"{""handle"": ""metal"", ""base"": ""wood"", ""drawer"": ""wood"", ""support"": ""metal"", ""door"": ""wood"", ""tabletop_frame"": ""wood""}"
8e4573eb-5122-4554-8a56-eecfca1a0042,"{""leg"": ""metal"", ""back"": ""leather"", ""seat"": ""leather"", ""leveller"": ""plastic"", ""base"": ""metal""}"
7295da2b-f6d0-4b9d-9e53-80d04600912c,"{""support"": ""metal"", ""seat"": ""fabric"", ""base"": ""metal"", ""leg"": ""metal""}"
e753ecf4-a407-4c9d-92cc-677e1d625ab5,"{""containing_things"": ""metal"", ""head"": ""metal"", ""container"": ""metal""}"
9b1f8e14-81b3-43b0-9d23-91233d65543d,"{""base"": ""metal"", ""leg"": ""metal"", ""top"": ""marble"", ""tabletop_frame"": ""metal"", ""support"": ""metal""}"
00381bcf-8269-4e53-be7e-8fa836bc7f90,"{""support"": ""metal"", ""socket"": ""plastic"", ""shade_cloth"": ""fabric"", ""bulb"": ""metal"", ""rod"": ""plastic"", ""stand"": ""metal"", ""bush"": ""plastic""}"
1c3a965d-84c1-46fc-b745-3f3a8c5b3499,"{""cushion"": ""fabric"", ""seat"": ""leather"", ""leg"": ""metal"", ""back"": ""fabric""}"
d63951a4-54ee-4441-85b1-dc4f61f9d48f,"{""leg"": ""metal"", ""back"": ""leather"", ""base"": ""metal"", ""leveller"": ""plastic"", ""support"": ""metal"", ""seat"": ""leather""}"
35867e84-c365-44e8-ad34-b7b6f8242621,"{""base"": ""metal"", ""duvet"": ""fabric"", ""mattress"": ""fabric"", ""headboard"": ""wood"", ""leg"": ""metal"", ""pillow"": ""leather""}"
82890559-ba8c-4ad1-99b0-b1e2001938e7,"{""top"": ""metal"", ""leg"": ""metal"", ""stretcher"": ""metal""}"
91e4e2bf-f992-4ec3-ae11-c162f9662bd6,"{""container"": ""metal"", ""containing_things"": ""metal"", ""base"": ""metal""}"
